8,32,128,9,9,os,575,70.355
32,16,64,9,9,os,639,63.309
16,16,128,9,9,os,575,70.355
32,32,32,9,9,os,767,52.744
8,32,64,9,9,os,319,63.408
32,16,32,9,9,os,383,52.812
16,16,64,9,9,os,319,63.408
32,32,16,9,9,os,511,39.583
8,32,32,9,9,os,191,52.951
32,16,16,9,9,os,255,39.661
16,16,32,9,9,os,191,52.951
32,32,8,9,9,os,383,26.406
8,64,64,9,9,os,639,63.309
16,64,32,9,9,os,767,52.744
32,64,16,9,9,os,1023,39.545
8,64,32,9,9,os,383,52.812
16,64,16,9,9,os,511,39.583
32,64,8,9,9,os,767,26.372
8,128,32,9,9,os,719,56.265
16,128,16,9,9,os,959,42.184
32,128,8,9,9,os,1439,28.113
64,64,8,9,9,os,1535,26.355
8,32,16,9,9,os,127,39.817
32,16,8,9,9,os,191,26.475
16,16,16,9,9,os,127,39.817
32,32,4,9,9,os,319,15.852
8,32,8,9,9,os,95,26.615
32,16,4,9,9,os,159,15.902
16,16,8,9,9,os,95,26.615
32,32,2,9,9,os,287,8.810
8,32,4,9,9,os,79,16.003
32,16,2,9,9,os,143,8.841
16,16,4,9,9,os,79,16.003
32,32,1,9,9,os,271,4.665
8,32,2,9,9,os,71,8.903
32,16,1,9,9,os,135,4.682
16,16,2,9,9,os,71,8.903
8,32,1,9,9,os,67,4.717
16,16,1,9,9,os,67,4.717
64,16,8,9,9,os,383,26.406
64,32,4,9,9,os,639,15.827
64,8,16,9,9,os,255,39.661
64,16,4,9,9,os,319,15.852
64,32,2,9,9,os,575,8.794
64,8,8,9,9,os,191,26.475
64,16,2,9,9,os,287,8.810
64,32,1,9,9,os,543,4.656
64,8,4,9,9,os,159,15.902
64,16,1,9,9,os,271,4.665
64,8,2,9,9,os,143,8.841
64,8,1,9,9,os,135,4.682
128,16,8,9,9,os,719,28.132
128,32,4,9,9,os,1199,16.870
128,8,16,9,9,os,479,42.228
128,16,4,9,9,os,599,16.884
128,32,2,9,9,os,1079,9.373
128,8,8,9,9,os,359,28.172
128,16,2,9,9,os,539,9.382
128,32,1,9,9,os,1019,4.963
128,8,4,9,9,os,299,16.912
128,16,1,9,9,os,509,4.967
128,8,2,9,9,os,269,9.399
128,8,1,9,9,os,254,4.977
64,64,4,9,9,os,1279,15.815
64,64,2,9,9,os,1151,8.787
64,64,1,9,9,os,1087,4.652
128,64,4,9,9,os,2399,16.863
128,64,2,9,9,os,2159,9.369
128,64,1,9,9,os,2039,4.960
128,128,2,9,9,os,4049,9.991
128,128,1,9,9,os,3824,5.290
