8,32,256,12,12,os,833,54.635
32,16,128,12,12,os,899,50.624
16,16,256,12,12,os,1111,40.964
32,32,64,12,12,os,773,58.876
8,32,128,12,12,os,449,50.681
32,16,64,12,12,os,515,44.186
16,16,128,12,12,os,599,37.989
32,32,32,12,12,os,485,46.919
8,32,64,12,12,os,257,44.272
32,16,32,12,12,os,323,35.225
16,16,64,12,12,os,343,33.171
32,32,16,12,12,os,341,33.366
8,32,32,12,12,os,161,35.335
32,16,16,12,12,os,227,25.061
16,16,32,12,12,os,215,26.460
32,32,8,12,12,os,269,21.148
8,64,128,12,12,os,899,50.624
16,64,64,12,12,os,1031,44.143
32,64,32,12,12,os,971,46.870
8,64,64,12,12,os,515,44.186
16,64,32,12,12,os,647,35.171
32,64,16,12,12,os,683,33.317
8,64,32,12,12,os,323,35.225
16,64,16,12,12,os,455,25.006
32,64,8,12,12,os,539,21.109
8,128,64,12,12,os,945,48.160
16,128,32,12,12,os,1187,38.341
32,128,16,12,12,os,1253,36.322
8,128,32,12,12,os,593,38.374
16,128,16,12,12,os,835,27.252
32,128,8,12,12,os,989,23.009
64,64,16,12,12,os,1367,33.293
64,64,8,12,12,os,1079,21.089
64,128,8,12,12,os,1979,22.997
